team_abbreviation,age,player_height,player_weight,college,country,draft_year,gp,pts,reb,ast,oreb_pct,dreb_pct,usg_pct,ts_pct,ast_pct
DEN,31,198.12,106.59412,Memphis,USA,1987,43,5.6,2.3,2.1,0.038,0.096,0.152,0.532,0.187
SAS,30,193.04,90.7184,North Carolina State,USA,1988,72,12.3,2.9,3.2,0.02,0.094,0.192,0.528,0.178
CHH,29,193.04,92.98636,Marquette,USA,1990,69,5,1.4,2.2,0.035,0.051,0.156,0.477,0.175
CLE,22,208.28,127.00576,Wright State,Ukraine,1996,80,5.8,2.7,0.5,0.106,0.119,0.234,0.486,0.064
MIA,24,193.04,92.98636,Minnesota,USA,1994,73,12.3,3,2.2,0.022,0.095,0.187,0.614,0.131
TOR,27,203.2,104.32616,Maryland,USA,1992,73,16.4,5,2.7,0.046,0.122,0.215,0.551,0.128
NYK,23,208.28,104.32616,Kentucky,USA,1996,35,1.8,0.7,0.4,0.056,0.08,0.217,0.431,0.116
PHX,33,205.74,117.93392,Oklahoma,USA,1985,53,6.5,2.3,0.4,0.052,0.127,0.253,0.441,0.045
PHX,26,198.12,88.45044,Auburn,USA,1994,80,13.5,3.7,1.5,0.033,0.114,0.195,0.567,0.084
SAS,31,213.36,108.86208,Vanderbilt,USA,1988,65,8.7,9.8,0.6,0.155,0.25,0.139,0.582,0.033
MIA,30,203.2,90.7184,Georgia,USA,1988,28,3,1.5,1.2,0.06,0.118,0.146,0.57,0.191
ATL,29,203.2,95.25432,Minnesota,USA,1990,24,6.2,1.7,0.5,0.033,0.097,0.21,0.507,0.056
NJN,34,200.66,98.883056,Wichita State,USA,1985,62,5.6,5.1,1,0.113,0.182,0.168,0.439,0.085
NJN,24,213.36,120.20188,George Washington,USA,1994,41,1.4,2,0.1,0.113,0.191,0.12,0.406,0.013
CHH,29,215.9,117.93392,None,Serbia and Montenegro,1989,81,12.6,9,3.7,0.107,0.197,0.194,0.533,0.172
NJN,29,205.74,113.398,Maryland,USA,1990,79,7.2,6.5,0.3,0.119,0.172,0.139,0.523,0.018
CHH,23,187.96,85.728888,Kentucky,USA,1996,61,5.4,1.6,1.6,0.044,0.09,0.182,0.596,0.187
MIN,20,187.96,81.64656,Georgia Tech,USA,1996,67,15.8,2.7,7.8,0.028,0.066,0.244,0.519,0.373
BOS,23,213.36,111.13004,Tennessee,USA,1996,35,2.2,1.7,0.2,0.065,0.181,0.126,0.545,0.037
CHI,31,190.5,81.64656,Arizona,USA,1988,82,8.1,1.6,2.1,0.018,0.062,0.13,0.667,0.14
PHX,23,190.5,88.45044,Santa Clara,Canada,1996,65,3.3,1,2.1,0.026,0.083,0.17,0.539,0.301
SEA,29,205.74,113.398,Purdue,USA,1990,7,1.6,0.4,0,0.043,0.077,0.186,0.799,0
ATL,28,203.2,97.52228,Michigan State,USA,1991,72,20.1,3.3,4.2,0.04,0.061,0.253,0.548,0.203
CLE,27,180.34,81.64656,Oregon,USA,1991,78,19.5,3.9,6.3,0.022,0.119,0.283,0.526,0.337
SEA,36,205.74,113.398,DePaul,USA,1982,45,8.2,4.1,0.9,0.104,0.174,0.232,0.521,0.088
PHX,24,198.12,86.18248,Missouri-Kansas City,USA,1994,24,3.6,0.7,1,0.012,0.055,0.199,0.402,0.134
LAC,25,193.04,86.18248,Seton Hall,USA,1993,73,6.4,1.3,2.2,0.016,0.088,0.233,0.524,0.261
MIN,34,190.5,88.45044,Wisconsin-Stevens Point,USA,1985,82,6.9,2.1,3.6,0.024,0.109,0.19,0.544,0.316
DET,24,208.28,102.0582,Wyoming,USA,1995,76,5.8,3.4,0.2,0.11,0.134,0.168,0.566,0.016
MIA,30,182.88,88.45044,Texas-El Paso,USA,1989,81,20.3,3.4,8.6,0.018,0.083,0.264,0.532,0.404
BOS,27,198.12,85.275296,Arkansas,USA,1992,81,14.5,4.1,1.4,0.05,0.122,0.236,0.514,0.085
GSW,22,210.82,115.66596,North Carolina State,USA,1996,75,4,3.3,0.3,0.127,0.171,0.166,0.48,0.04
MIN,27,208.28,108.86208,North Carolina State,USA,1992,81,20.6,8.7,4.1,0.072,0.193,0.277,0.526,0.194
DEN,30,205.74,102.0582,Georgia Tech,USA,1989,81,6.2,5,0.8,0.09,0.172,0.142,0.534,0.058
CHI,28,210.82,105.233344,None,Croatia,1990,57,13.2,4.6,4.5,0.069,0.12,0.214,0.553,0.232
DET,29,208.28,113.398,Michigan,USA,1990,79,10.8,4.8,1.3,0.045,0.188,0.205,0.585,0.089
ATL,23,223.52,155.582056,Central State (OH),USA,1996,35,3.2,1.2,0.3,0.093,0.164,0.284,0.56,0.107
TOR,25,187.96,83.91452,Michigan State,USA,1995,41,4.2,1,1,0.031,0.065,0.164,0.551,0.132
LAC,31,185.42,81.64656,UCLA,USA,1989,59,5.6,1.7,2.9,0.026,0.08,0.178,0.455,0.271
LAC,33,213.36,136.0776,Eastern Illinois,USA,1986,26,4,2.3,0.6,0.07,0.123,0.172,0.473,0.069
NJN,31,190.5,95.25432,DePaul,USA,1988,32,5.9,1.3,1.8,0.02,0.086,0.224,0.47,0.199
SAC,31,195.58,95.25432,Iowa,USA,1987,62,5,1.7,1.2,0.015,0.119,0.149,0.529,0.131
MIN,21,210.82,99.79024,None,USA,1995,77,17,8,3.1,0.077,0.166,0.215,0.537,0.139
PHX,31,185.42,86.18248,California,USA,1987,70,20.1,3.6,9.3,0.024,0.085,0.226,0.631,0.388
HOU,34,213.36,111.13004,Michigan State,USA,1984,75,11.2,7.5,0.9,0.092,0.241,0.22,0.515,0.064
DAL,24,190.5,91.171992,Arizona,USA,1994,63,8.2,1.9,3.6,0.025,0.072,0.193,0.508,0.272
LAL,18,200.66,90.7184,None,USA,1996,71,7.6,1.9,1.3,0.048,0.084,0.244,0.544,0.144
MIA,24,205.74,106.59412,Texas Christian,USA,1995,18,6.3,5.9,0.5,0.094,0.239,0.183,0.451,0.042
DEN,27,203.2,108.86208,Notre Dame,USA,1992,55,21.9,7,2.4,0.061,0.163,0.28,0.529,0.122
LAC,24,200.66,107.047712,California,USA,1994,74,7.4,3.1,0.8,0.071,0.138,0.209,0.52,0.077
NYK,28,200.66,119.294696,Nevada-Las Vegas,USA,1991,76,12.8,5.2,2.3,0.08,0.103,0.178,0.57,0.115
GSW,26,195.58,86.18248,Alabama,USA,1992,80,24.2,4.6,6.3,0.021,0.11,0.271,0.57,0.27
VAN,25,195.58,86.18248,Syracuse,USA,1995,67,6.7,1.8,1.9,0.04,0.076,0.215,0.461,0.18
VAN,27,185.42,81.64656,Arkansas,USA,1992,80,5.1,1.7,4.1,0.017,0.064,0.115,0.525,0.265
DET,26,187.96,88.45044,Jackson State,USA,1993,82,14.2,2.8,1.9,0.025,0.071,0.201,0.515,0.088
SAC,28,200.66,95.25432,La Salle,USA,1990,41,3.4,2.5,1.4,0.065,0.173,0.162,0.442,0.179
DET,27,185.42,83.91452,Georgia,USA,1992,45,2,0.5,0.9,0.025,0.055,0.159,0.531,0.224
NJN,23,195.58,81.192968,Villanova,USA,1996,82,16.4,3.9,3,0.035,0.082,0.199,0.523,0.139
DEN,32,190.5,77.11064,North Carolina,USA,1987,48,6.3,0.9,2.4,0.006,0.058,0.194,0.58,0.262
POR,26,185.42,76.203456,Georgia Tech,USA,1991,82,17.5,4.4,7.1,0.036,0.102,0.222,0.54,0.31
NJN,29,195.58,97.975872,Illinois,USA,1990,82,21.8,6.1,4,0.058,0.114,0.255,0.53,0.182
NJN,26,198.12,97.52228,Ohio State,USA,1992,77,15.9,5.3,4.1,0.051,0.113,0.214,0.526,0.191
TOR,27,203.2,113.398,Murray State,USA,1992,79,7.8,8.6,1.1,0.127,0.209,0.13,0.521,0.056
DET,34,190.5,88.45044,McNeese State,USA,1985,79,14.7,2.4,4,0.017,0.065,0.19,0.586,0.185
NJN,35,213.36,122.923432,Arkansas,USA,1985,59,2.8,3.4,0.6,0.081,0.191,0.118,0.45,0.065
GSW,21,208.28,102.0582,Maryland,USA,1995,80,18.7,8.5,1.6,0.103,0.163,0.239,0.512,0.07
MIL,32,210.82,117.93392,North Carolina,USA,1987,56,1.7,2,0.4,0.072,0.191,0.097,0.488,0.056
PHX,24,208.28,117.93392,Iowa State,USA,1995,54,4.9,2.7,0.4,0.085,0.14,0.215,0.489,0.046
UTA,35,185.42,79.3786,Gonzaga,USA,1984,82,14.4,2.8,10.5,0.021,0.075,0.186,0.656,0.45
NYK,23,205.74,102.0582,Syracuse,USA,1996,68,4.8,2.3,0.5,0.08,0.148,0.204,0.571,0.081
MIL,33,200.66,90.7184,Richmond,USA,1986,82,8.7,2.3,1.4,0.041,0.072,0.175,0.545,0.092
ATL,27,195.58,92.98636,Georgia Tech,USA,1992,58,4.9,1.7,2,0.031,0.087,0.152,0.535,0.193
CHI,29,198.12,103.418976,Arizona,USA,1990,76,1.8,1.7,0.8,0.07,0.121,0.12,0.423,0.121
WAS,24,205.74,113.398,Michigan,USA,1994,82,19.1,8,3.8,0.073,0.156,0.234,0.529,0.15
UTA,33,205.74,116.119552,Louisiana Tech,USA,1985,82,27.4,9.9,4.5,0.086,0.243,0.325,0.6,0.234
ATL,32,203.2,97.52228,Illinois,USA,1987,17,3.8,2.3,0.7,0.039,0.142,0.234,0.322,0.107
TOR,40,195.58,90.7184,Detroit Mercy,USA,1978,32,4,1.3,0.7,0.017,0.101,0.182,0.499,0.104
LAC,21,210.82,108.86208,Memphis,USA,1996,77,7.3,6.1,0.6,0.12,0.168,0.146,0.503,0.039
SEA,24,215.9,117.93392,Marquette,USA,1994,82,3.8,4,0.3,0.103,0.152,0.116,0.487,0.022
GSW,24,200.66,99.79024,Massachusetts,USA,1995,17,2.4,0.8,0.4,0.054,0.069,0.249,0.355,0.103
DAL,24,200.66,97.52228,Wisconsin,USA,1995,83,15,4.5,2.7,0.036,0.12,0.221,0.53,0.147
CHI,34,198.12,97.975872,North Carolina,USA,1984,82,29.6,5.9,4.3,0.042,0.132,0.331,0.567,0.208
SAC,25,203.2,104.32616,Providence,USA,1994,81,6.5,9.5,2.4,0.118,0.239,0.11,0.545,0.112
PHX,33,208.28,117.93392,George Washington,USA,1985,6,2.7,4.2,0.8,0.141,0.271,0.109,0.488,0.089
SAC,32,195.58,97.52228,Kansas State,USA,1988,81,25.9,3.9,4.2,0.022,0.097,0.294,0.578,0.203
SAS,25,203.2,102.0582,Notre Dame,USA,1994,65,9,3.2,1.4,0.085,0.099,0.225,0.543,0.127
VAN,23,187.96,85.275296,West Florida,USA,1996,8,1.5,1.5,2.9,0.038,0.105,0.149,0.248,0.418
ATL,30,185.42,83.91452,Oklahoma,USA,1989,78,17.4,5.3,5.9,0.046,0.114,0.221,0.548,0.272
PHI,35,205.74,112.490816,San Diego State,USA,1984,82,1.8,3.9,0.5,0.097,0.193,0.062,0.475,0.053
CHH,32,160.02,63.956472,Wake Forest,USA,1987,65,8,2.2,7.2,0.017,0.074,0.149,0.554,0.366
SEA,32,195.58,90.7184,North Carolina State,USA,1986,37,4.6,3.2,3.8,0.023,0.161,0.113,0.522,0.265
ORL,29,198.12,103.418976,Illinois,USA,1989,63,12,4.8,2.9,0.035,0.128,0.18,0.494,0.137
LAL,25,185.42,83.007336,Cincinnati,USA,1993,79,15.3,2.9,8.5,0.017,0.071,0.209,0.518,0.358
SAC,32,213.36,113.398,Virginia,USA,1987,82,12.5,9.4,2.2,0.11,0.203,0.194,0.476,0.1
TOR,27,205.74,140.61352,Arkansas,USA,1992,61,4.8,5,1.4,0.107,0.204,0.141,0.539,0.116
HOU,23,205.74,106.59412,Georgetown,USA,1996,57,4.8,3.5,0.3,0.103,0.155,0.154,0.57,0.033
DET,34,208.28,111.583632,Providence,USA,1984,79,13.1,7.9,1.7,0.108,0.182,0.2,0.563,0.089
MIA,27,210.82,108.86208,Louisiana Tech,USA,1992,80,9.5,8.4,1.2,0.11,0.192,0.157,0.505,0.059
NYK,34,213.36,108.86208,Georgetown,Jamaica,1985,78,22.4,10.7,2,0.077,0.258,0.297,0.548,0.106
BOS,30,205.74,95.25432,Louisville,USA,1989,6,2.5,4.3,0.7,0.088,0.167,0.09,0.412,0.04
VAN,28,208.28,108.86208,North Carolina,USA,1991,54,3.4,2.9,0.9,0.116,0.17,0.139,0.521,0.117
LAC,29,205.74,108.86208,Michigan,USA,1990,82,14.9,10,1.3,0.088,0.255,0.208,0.523,0.07
CHI,28,218.44,132.448864,New Mexico,USA,1991,59,9.1,5.6,2.4,0.095,0.159,0.197,0.499,0.141
PHI,26,195.58,92.98636,Long Beach State,USA,1993,54,5.4,1.3,0.9,0.036,0.065,0.184,0.466,0.105
SAC,28,185.42,73.481904,Louisiana State,USA,1990,75,13.7,1.6,2.5,0.009,0.059,0.234,0.524,0.154
CHH,22,200.66,113.398,Drexel,USA,1996,54,3,3,0.6,0.169,0.219,0.161,0.515,0.089
LAC,27,203.2,90.7184,St. John's (NY),USA,1992,80,13.5,3,2.1,0.027,0.09,0.222,0.504,0.114
TOR,23,210.82,99.79024,Massachusetts,USA,1996,63,14.8,6.3,1.5,0.079,0.165,0.241,0.523,0.092
HOU,33,195.58,95.25432,American International,USA,1985,78,11.7,3,4,0.028,0.075,0.139,0.662,0.172
PHX,32,205.74,111.13004,Seton Hall,USA,1988,41,9.3,5.2,1.1,0.084,0.186,0.167,0.589,0.072
POR,23,190.5,83.91452,Murray State,USA,1996,21,3.9,0.7,1,0.027,0.07,0.221,0.523,0.169
PHI,23,205.74,99.79024,Washington State,USA,1996,29,2.9,3.2,0.1,0.113,0.201,0.133,0.481,0.014
IND,32,190.5,83.91452,St. John's (NY),USA,1987,82,9.9,4.8,11.4,0.035,0.116,0.155,0.525,0.464
GSW,33,182.88,81.64656,Georgia Tech,USA,1986,70,11.3,2.6,4.9,0.023,0.088,0.192,0.597,0.289
CHH,27,215.9,111.13004,Georgia Tech,USA,1992,49,8.9,5.3,0.8,0.12,0.179,0.215,0.538,0.065
CLE,36,208.28,111.583632,Old Dominion,USA,1983,70,3.2,2.7,0.3,0.092,0.146,0.137,0.555,0.034
DAL,22,205.74,106.59412,None,USA,1996,42,3.7,1.6,0.5,0.109,0.118,0.233,0.482,0.114
PHI,24,200.66,95.25432,Texas Tech,USA,1995,75,8.5,4.3,1.8,0.086,0.122,0.177,0.525,0.125
IND,37,208.28,111.583632,Old Dominion,USA,1983,15,1.5,1,0.1,0.067,0.103,0.135,0.486,0.036
PHX,21,198.12,106.59412,None,Slovenia,1997,33,2.8,0.8,0.4,0.076,0.099,0.245,0.644,0.113
DAL,23,205.74,106.59412,None,USA,1996,41,5.7,2.8,0.7,0.085,0.133,0.179,0.528,0.079
NJN,36,205.74,112.490816,San Diego State,USA,1984,79,1.3,3.9,0.4,0.106,0.203,0.046,0.531,0.038
CHH,28,215.9,111.13004,Georgia Tech,USA,1992,78,11.3,6.7,1,0.128,0.214,0.231,0.544,0.076
LAC,21,205.74,117.93392,Michigan,USA,1997,71,11.5,4.2,0.7,0.089,0.136,0.262,0.521,0.069
ORL,34,182.88,81.64656,Georgia Tech,USA,1986,63,9.5,2,4.7,0.019,0.086,0.23,0.518,0.363
NJN,27,195.58,92.98636,Long Beach State,USA,1993,50,3.8,1,0.8,0.036,0.057,0.148,0.475,0.098
IND,33,190.5,83.91452,St. John's (NY),USA,1987,82,8.3,3.9,8.7,0.035,0.116,0.166,0.501,0.443
SAC,24,205.74,99.79024,Washington State,USA,1996,48,3.4,3,0.9,0.049,0.164,0.125,0.468,0.086
PHI,25,200.66,95.25432,Texas Tech,USA,1995,71,4,2.2,1,0.079,0.117,0.185,0.489,0.141
PHX,33,205.74,111.13004,Seton Hall,USA,1988,70,4.2,3.5,0.7,0.106,0.16,0.134,0.545,0.059
HOU,34,195.58,95.25432,American International,USA,1985,73,8.4,2.1,3,0.024,0.069,0.145,0.575,0.173
LAL,24,205.74,106.59412,Arizona State,USA,1995,45,3.9,2.8,0.4,0.164,0.207,0.201,0.573,0.084
TOR,24,210.82,99.79024,Massachusetts,USA,1996,63,12.1,7.4,1.8,0.106,0.151,0.217,0.448,0.095
DET,28,203.2,90.7184,St. John's (NY),USA,1992,77,7.7,2.8,1.3,0.035,0.126,0.187,0.505,0.108
SAS,23,200.66,113.398,Drexel,USA,1996,53,3,1.7,0.4,0.104,0.131,0.212,0.485,0.086
SAC,29,185.42,73.481904,Louisiana State,USA,1990,31,7.3,1.2,1.9,0.012,0.067,0.246,0.405,0.195
CHI,30,187.96,86.636072,New Mexico State,USA,1991,71,4.1,1.3,2.1,0.033,0.061,0.157,0.428,0.207
IND,25,208.28,106.59412,Kentucky,USA,1996,28,1.4,0.9,0.3,0.056,0.115,0.145,0.402,0.062
ORL,30,198.12,103.418976,Illinois,USA,1989,58,15.3,5.1,2.1,0.066,0.137,0.249,0.529,0.135
CHI,35,198.12,97.975872,North Carolina,USA,1984,82,28.7,5.8,3.5,0.047,0.125,0.336,0.533,0.174
CHI,29,218.44,132.448864,New Mexico,USA,1991,58,11.4,5.9,2.8,0.075,0.151,0.212,0.492,0.151
DEN,24,223.52,147.4174,Central State (OH),USA,1996,39,3.7,2.6,0.5,0.093,0.251,0.268,0.46,0.121
LAC,32,185.42,81.64656,UCLA,USA,1989,69,4.2,1.4,3.3,0.015,0.072,0.144,0.411,0.28
VAN,29,208.28,108.86208,North Carolina,USA,1991,82,4.9,3.7,1.3,0.063,0.191,0.138,0.526,0.112
BOS,31,205.74,95.25432,Louisville,USA,1989,33,3,3.3,0.9,0.131,0.163,0.11,0.589,0.102
NYK,35,213.36,115.66596,Georgetown,Jamaica,1985,26,20.8,10.2,1.1,0.083,0.278,0.303,0.557,0.065
MIA,28,210.82,108.86208,Louisiana Tech,USA,1992,74,9.6,8.6,1.4,0.121,0.193,0.154,0.522,0.071
SAC,35,208.28,111.583632,Providence,USA,1984,74,10.2,7.3,3,0.079,0.199,0.181,0.515,0.168
HOU,24,205.74,106.59412,Georgetown,USA,1996,58,6,3.6,0.4,0.099,0.183,0.182,0.547,0.047
DAL,25,200.66,97.52228,Wisconsin,USA,1995,82,21.5,5.3,4.9,0.048,0.096,0.256,0.522,0.222
TOR,28,205.74,147.4174,Arkansas,USA,1992,64,6.3,6.3,3.1,0.099,0.177,0.149,0.485,0.187
LAL,26,185.42,86.18248,Cincinnati,USA,1993,64,13.8,3,6.9,0.017,0.088,0.198,0.538,0.335
SEA,33,195.58,95.25432,North Carolina State,USA,1986,18,3.4,2.2,3.1,0.055,0.137,0.136,0.46,0.296
GSW,33,160.02,63.956472,Wake Forest,USA,1987,61,5.7,2.2,5.4,0.02,0.074,0.129,0.492,0.344
ATL,31,185.42,83.91452,Oklahoma,USA,1989,70,13.2,4.9,6.7,0.037,0.11,0.202,0.462,0.288
SAS,26,203.2,102.0582,Notre Dame,USA,1994,72,6.3,2.5,1.2,0.064,0.091,0.188,0.505,0.115
SAC,33,195.58,97.52228,Kansas State,USA,1988,70,23.2,3.3,4,0.021,0.079,0.276,0.569,0.199
MIN,31,187.96,79.3786,Baylor,USA,1988,25,2.6,0.6,1.3,0.015,0.077,0.209,0.512,0.299
VAN,26,203.2,104.32616,Providence,USA,1994,48,5.2,6.4,1.8,0.129,0.206,0.123,0.524,0.121
SAC,33,213.36,113.398,Virginia,USA,1987,70,7.9,6.3,1.5,0.126,0.218,0.207,0.464,0.122
BOS,27,185.42,76.203456,Georgia Tech,USA,1991,61,12.2,2.8,5.7,0.024,0.081,0.216,0.491,0.311
LAC,22,210.82,108.86208,Memphis,USA,1996,69,9,8.8,0.8,0.099,0.233,0.156,0.49,0.044
PHI,24,203.2,108.408488,Cal State-Bakersfield,USA,1997,15,2.7,2.1,0.1,0.087,0.212,0.173,0.541,0.03
UTA,34,205.74,116.119552,Louisiana Tech,USA,1985,81,27,10.3,3.9,0.085,0.246,0.318,0.597,0.204
WAS,25,205.74,108.86208,Michigan,USA,1994,64,18.5,7,3.3,0.07,0.137,0.233,0.515,0.135
CHI,30,198.12,103.418976,Arizona,USA,1990,74,2.7,1,0.7,0.043,0.102,0.142,0.554,0.134
LAL,28,195.58,95.25432,Georgia Tech,USA,1992,49,2.5,0.8,1,0.021,0.077,0.151,0.518,0.194
DEN,34,200.66,92.98636,Richmond,USA,1986,74,14.7,1.9,1.9,0.027,0.05,0.24,0.547,0.126
TOR,24,205.74,102.0582,Syracuse,USA,1996,82,14,4.5,1.3,0.054,0.123,0.235,0.518,0.083
TOR,22,205.74,120.20188,Minnesota,USA,1997,54,2.8,2,0.3,0.099,0.133,0.145,0.552,0.05
UTA,36,185.42,79.3786,Gonzaga,USA,1984,64,12,2.6,8.5,0.026,0.084,0.194,0.628,0.447
DEN,33,210.82,104.32616,North Carolina,USA,1987,57,1.5,2.2,0.5,0.067,0.179,0.11,0.347,0.08
PHI,22,208.28,102.0582,Maryland,USA,1995,79,14.6,6,1.2,0.087,0.131,0.251,0.482,0.077
CHI,36,210.82,115.66596,Arkansas,USA,1985,46,2,1.7,0.7,0.076,0.143,0.162,0.408,0.123
DET,35,190.5,88.45044,McNeese State,USA,1985,72,13.1,1.4,3.5,0.007,0.047,0.191,0.549,0.187
SEA,25,215.9,119.748288,Marquette,USA,1994,78,3.2,3.3,0.2,0.093,0.151,0.117,0.477,0.021
GSW,27,198.12,99.79024,Ohio State,USA,1992,79,15.7,5.1,4.8,0.048,0.1,0.219,0.505,0.222
DET,23,198.12,98.883056,North Carolina,USA,1995,79,15.8,3.4,3.1,0.049,0.074,0.25,0.532,0.17
CHI,23,198.12,102.511792,Maryland,USA,1997,6,1.7,0.7,0.2,0.1,0.125,0.236,0.579,0.077
NJN,22,208.28,99.79024,Utah,USA,1997,62,19.7,6.6,1.7,0.068,0.139,0.251,0.516,0.075
POR,23,210.82,115.66596,Iowa State,USA,1997,74,3.8,3.4,0.3,0.103,0.173,0.147,0.496,0.038
DET,27,187.96,88.45044,Jackson State,USA,1993,71,12.1,3.5,3.2,0.029,0.088,0.191,0.472,0.15
VAN,28,185.42,81.64656,Arkansas,USA,1992,79,4.6,1.4,4.4,0.012,0.06,0.117,0.489,0.271
WAS,31,195.58,104.779752,New Orleans,USA,1988,42,5.2,1.8,0.4,0.05,0.102,0.184,0.542,0.054
SAC,27,205.74,104.32616,Ohio State,USA,1994,52,9.5,4.5,1.2,0.081,0.168,0.212,0.534,0.102
NYK,29,200.66,119.294696,Nevada-Las Vegas,USA,1991,70,15.5,5.7,2.1,0.087,0.116,0.224,0.539,0.112
LAC,25,200.66,107.047712,California,USA,1994,79,15.4,6.1,1.8,0.077,0.14,0.223,0.548,0.099
DEN,28,203.2,108.86208,Notre Dame,USA,1992,76,14.3,7.2,2.8,0.065,0.187,0.229,0.484,0.158
LAL,19,200.66,95.25432,None,USA,1996,79,15.4,3.1,2.5,0.044,0.088,0.268,0.548,0.165
DAL,25,190.5,91.171992,Arizona,USA,1994,82,8.7,2.3,2.8,0.031,0.075,0.195,0.522,0.196
HOU,35,213.36,111.13004,Michigan State,USA,1984,81,16.1,8.4,1,0.109,0.209,0.244,0.555,0.058
PHX,32,185.42,86.18248,California,USA,1987,50,9.5,3.3,4.9,0.034,0.114,0.189,0.555,0.288
MIN,22,210.82,99.79024,None,USA,1995,82,18.5,9.6,4.2,0.08,0.197,0.225,0.527,0.178
ORL,32,190.5,86.18248,DePaul,USA,1988,39,3.8,1.4,1,0.04,0.087,0.181,0.416,0.125
NJN,24,195.58,81.192968,Villanova,USA,1996,77,17.2,4.7,2.3,0.051,0.1,0.21,0.525,0.104
NJN,30,195.58,97.975872,Illinois,USA,1990,81,13.4,4.8,2.5,0.044,0.128,0.199,0.486,0.12
POR,23,210.82,102.0582,North Carolina,USA,1995,77,14.6,6.2,2.5,0.057,0.134,0.184,0.564,0.114
PHI,25,195.58,94.800728,Temple,USA,1994,81,4.1,2.9,2.2,0.036,0.113,0.121,0.41,0.159
SAS,24,187.96,84.821704,Arizona,USA,1996,62,2.5,1.1,1.2,0.034,0.078,0.164,0.392,0.175
VAN,30,205.74,113.398,Maryland,USA,1990,61,6.5,3.8,0.3,0.104,0.197,0.214,0.536,0.04
CLE,25,198.12,86.18248,Missouri-Kansas City,USA,1994,7,2,0.7,0.7,0.031,0.108,0.202,0.526,0.179
GSW,24,187.96,87.089664,Kentucky,USA,1996,77,10.1,2.2,2.2,0.024,0.086,0.254,0.452,0.194
DEN,22,210.82,108.86208,Texas Tech,USA,1997,65,8.4,5.4,0.9,0.101,0.167,0.202,0.477,0.075
CHI,29,210.82,105.233344,None,Croatia,1990,74,13.3,4.4,4.2,0.062,0.104,0.218,0.524,0.231
MIN,31,205.74,102.0582,Georgia Tech,USA,1989,57,6.1,4.8,0.6,0.1,0.178,0.137,0.569,0.048
MIN,28,208.28,108.86208,North Carolina State,USA,1992,41,20.1,8.7,4.1,0.078,0.176,0.236,0.561,0.177
GSW,23,210.82,115.66596,North Carolina State,USA,1996,57,4,3.4,0.2,0.099,0.233,0.187,0.473,0.027
PHI,21,208.28,104.32616,Villanova,USA,1997,77,11,3.7,1.2,0.069,0.118,0.227,0.538,0.092
MIA,31,182.88,88.45044,Texas-El Paso,USA,1989,81,18.9,3.7,8.3,0.019,0.094,0.254,0.53,0.401
SAS,22,213.36,112.490816,Wake Forest,US Virgin Islands,1997,82,21.1,11.9,2.7,0.108,0.238,0.262,0.577,0.131
PHI,25,208.28,102.0582,Wyoming,USA,1995,82,9.9,6.7,0.7,0.105,0.153,0.156,0.562,0.039
MIN,35,190.5,88.45044,Wisconsin-Stevens Point,USA,1985,82,9.5,2,3.3,0.025,0.085,0.19,0.586,0.236
MIA,30,208.28,113.398,Michigan,USA,1990,50,4.2,3,0.8,0.053,0.175,0.159,0.481,0.082
SAC,26,193.04,86.18248,Seton Hall,USA,1993,77,6.4,1.4,2.5,0.017,0.07,0.189,0.494,0.233
NYK,37,205.74,113.398,DePaul,USA,1982,74,6.2,3.8,0.6,0.098,0.195,0.207,0.495,0.07
MIL,30,190.5,83.91452,Marquette,USA,1990,7,2.7,1,1.4,0.052,0.057,0.195,0.369,0.238
TOR,19,203.2,95.25432,None,USA,1997,64,7,4.2,1.5,0.095,0.155,0.187,0.505,0.136
WAS,26,200.66,103.418976,UCLA,USA,1992,82,15.1,3.4,1,0.037,0.106,0.235,0.563,0.065
IND,25,180.34,82.553744,Georgia Tech,USA,1995,82,6.5,1.5,3.4,0.023,0.074,0.204,0.498,0.331
DET,25,205.74,93.439952,Georgetown,USA,1996,77,5.3,4.9,0.6,0.155,0.185,0.147,0.568,0.061
CLE,23,220.98,117.93392,None,Lithuania,1996,82,13.9,8.8,0.9,0.147,0.222,0.223,0.564,0.054
BOS,28,213.36,111.13004,None,USA,1991,57,5.4,3.7,0.8,0.094,0.17,0.18,0.464,0.083
NJN,35,200.66,92.98636,Wichita State,USA,1985,20,1.3,1.6,0.5,0.069,0.135,0.102,0.373,0.083
SAS,32,213.36,108.86208,Vanderbilt,USA,1988,79,5,6.8,0.7,0.143,0.264,0.136,0.557,0.059
CLE,27,198.12,88.45044,Auburn,USA,1994,82,14.7,4.4,2.3,0.025,0.111,0.164,0.583,0.102
BOS,24,208.28,104.32616,Kentucky,USA,1996,82,9.6,4.4,2.2,0.066,0.122,0.179,0.483,0.119
POR,28,203.2,104.32616,Maryland,USA,1992,59,10.3,3.4,2.1,0.038,0.124,0.209,0.508,0.149
MIL,28,180.34,78.471416,Oregon,USA,1991,50,16.8,3.5,7.7,0.016,0.106,0.237,0.526,0.363
MIA,25,193.04,92.98636,Minnesota,USA,1994,81,12.6,3.6,2.2,0.033,0.094,0.182,0.547,0.115
CLE,23,208.28,127.00576,Wright State,Ukraine,1996,80,7.1,3.9,0.7,0.097,0.177,0.229,0.517,0.083
